system:index,date,ssrd_sum_J_m2,.geo
20140423,2014-04-23,1.8118469086348403E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140424,2014-04-24,1.847274703196677E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140425,2014-04-25,2.015106433672466E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140426,2014-04-26,1.966835806208736E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140427,2014-04-27,2.1079661297493618E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140428,2014-04-28,2.0865372168282054E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140429,2014-04-29,1.8188332214155275E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140430,2014-04-30,2.037466913121826E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140501,2014-05-01,1.9358734644271854E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140502,2014-05-02,1.710719427142655E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140503,2014-05-03,1.604094224602171E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140504,2014-05-04,2.1078194148094617E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140505,2014-05-05,1.5973589366684716E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140506,2014-05-06,1.7920300480926286E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140507,2014-05-07,2.1200597098388616E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140508,2014-05-08,1.9339027413521152E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140509,2014-05-09,1.7027503317640908E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140510,2014-05-10,1.859302378793168E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140511,2014-05-11,1.921725479654043E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140512,2014-05-12,1.847862312551922E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140513,2014-05-13,1.9262790621194784E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140514,2014-05-14,2.2070347338029016E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140515,2014-05-15,2.1523329794794604E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140516,2014-05-16,1.933896021640278E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140517,2014-05-17,2.033313819830232E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140518,2014-05-18,2.009116795874219E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140519,2014-05-19,9388481.352356866,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140520,2014-05-20,1.9229264616619512E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140521,2014-05-21,2.1648514820058987E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140522,2014-05-22,2.2484180841049094E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140523,2014-05-23,2.076576500447494E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140524,2014-05-24,1.55651029521E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140525,2014-05-25,1.5276170962374328E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140526,2014-05-26,1.789336727220917E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140527,2014-05-27,1.4019160948287275E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140528,2014-05-28,1.752983975534284E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140529,2014-05-29,2.0038632117592756E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140530,2014-05-30,1.219151509297052E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140531,2014-05-31,9614595.698191956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140601,2014-06-01,1.7856938232175454E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140602,2014-06-02,2.0621711060863275E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140603,2014-06-03,1.79822122269179E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140604,2014-06-04,1.3473516825958699E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140605,2014-06-05,1.4293749415688394E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140606,2014-06-06,1.73028628957518E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140607,2014-06-07,1.466749012662292E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140608,2014-06-08,1.8231252418999452E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140609,2014-06-09,1.4742539606525788E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140610,2014-06-10,1.7571550828085795E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140611,2014-06-11,1.6813122407962587E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140612,2014-06-12,1.634890185475487E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140613,2014-06-13,1.4890894341340063E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140614,2014-06-14,1.5317659130375452E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140615,2014-06-15,1.2895433830513911E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140616,2014-06-16,1.902065301057532E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140617,2014-06-17,1.9898460934481163E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140618,2014-06-18,1.620774474055344E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140619,2014-06-19,1.286881134043705E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140620,2014-06-20,1.7713043827503856E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140621,2014-06-21,1.6479020104348518E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140622,2014-06-22,1.5732675102843499E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140623,2014-06-23,1.1603769257801052E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140624,2014-06-24,1.8285653131137997E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140625,2014-06-25,1.6475156863764975E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140626,2014-06-26,1.0638787650111368E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140627,2014-06-27,1.7033204647121385E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140628,2014-06-28,1.6780634731523275E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140629,2014-06-29,1.7357530743884575E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140630,2014-06-30,2.093720683571127E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140701,2014-07-01,1.7634427423032917E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140702,2014-07-02,1.66000680671844E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140703,2014-07-03,1.5665538179519596E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140704,2014-07-04,1.59340208153633E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140705,2014-07-05,1.781997226801517E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140706,2014-07-06,1.691888916188067E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140707,2014-07-07,1.8313688541408304E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140708,2014-07-08,1.672485926418236E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140709,2014-07-09,1.6806788953584973E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140710,2014-07-10,8147892.711576664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140711,2014-07-11,1.1601441337908609E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140712,2014-07-12,1.9809328507454902E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140713,2014-07-13,2.0224676709409416E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140714,2014-07-14,1.8510114497341108E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140715,2014-07-15,2.0787354391146425E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140716,2014-07-16,2.2101658240924682E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140717,2014-07-17,1.4928636509100392E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140718,2014-07-18,2.077188909140529E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140719,2014-07-19,2.1449970010956593E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140720,2014-07-20,2.2651828734573483E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140721,2014-07-21,2.119733825517227E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140722,2014-07-22,2.119100526253687E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140723,2014-07-23,2.2352713811490368E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140724,2014-07-24,2.2488506408042863E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140725,2014-07-25,1.926822526462384E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140726,2014-07-26,2.189671360716793E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140727,2014-07-27,1.98045637361989E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140728,2014-07-28,2.122938300692311E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140729,2014-07-29,2.0771284330182802E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140730,2014-07-30,2.015386643910661E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140731,2014-07-31,1.993386701735797E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140801,2014-08-01,2.07346100600004E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140802,2014-08-02,2.0695821878955703E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140803,2014-08-03,1.89845301409909E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140804,2014-08-04,2.1677293010615446E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140805,2014-08-05,1.7907445680693503E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140806,2014-08-06,1.4458643090121003E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140807,2014-08-07,2.1547644149459187E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140808,2014-08-08,2.1030243108542524E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140809,2014-08-09,2.1515813878474098E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140810,2014-08-10,2.1232372022836268E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140811,2014-08-11,1.9460487940079864E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140812,2014-08-12,2.181740506150542E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140813,2014-08-13,1.9692237024220888E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140814,2014-08-14,1.9536286499026738E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140815,2014-08-15,2.053056136243051E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140816,2014-08-16,2.0388401518110484E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140817,2014-08-17,2.0935569085906915E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140818,2014-08-18,2.0100113052956868E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140819,2014-08-19,1.6450858055585653E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140820,2014-08-20,9432621.58220456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140821,2014-08-21,1.4666568813958613E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140822,2014-08-22,2.2507405687195234E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140823,2014-08-23,1.3950901472598467E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140824,2014-08-24,2.0532420093030713E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140825,2014-08-25,2.243022929034976E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140826,2014-08-26,1.7722031168542925E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140827,2014-08-27,2.3657102313808113E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140828,2014-08-28,2.5711095561655916E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140829,2014-08-29,2.3110831976280775E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140830,2014-08-30,2.253669462532859E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140831,2014-08-31,2.229035804976622E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140901,2014-09-01,2.1357159573013857E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140902,2014-09-02,2.3105787231713913E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140903,2014-09-03,2.5470328510384675E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140904,2014-09-04,2.1615725167780373E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140905,2014-09-05,2.1557413588144396E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140906,2014-09-06,2.381824073930928E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140907,2014-09-07,2.08855544949732E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140908,2014-09-08,2.067858858487347E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140909,2014-09-09,1.9817154384444036E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140910,2014-09-10,2.1739762835911937E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140911,2014-09-11,2.3066220339694582E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140912,2014-09-12,2.1494476362129506E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140913,2014-09-13,2.24770543075472E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140914,2014-09-14,2.5014652225954674E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140915,2014-09-15,2.1389101880842004E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140916,2014-09-16,1.9908806010555245E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140917,2014-09-17,2.2635231991371173E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140918,2014-09-18,2.2561043038026996E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140919,2014-09-19,2.1591359359139506E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140920,2014-09-20,2.2112068206650212E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140921,2014-09-21,2.4078924312644243E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140922,2014-09-22,2.274501730367426E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140923,2014-09-23,1.5415557839300303E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140924,2014-09-24,1.5656416766249195E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140925,2014-09-25,1.6565217205288954E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140926,2014-09-26,1.6408678456759237E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140927,2014-09-27,1.598366691729761E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140928,2014-09-28,1.5558242132464234E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140929,2014-09-29,1.4763985765866702E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140930,2014-09-30,1.3836198850094149E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141001,2014-10-01,1.407911112917059E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141002,2014-10-02,1.5101329529173687E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141003,2014-10-03,1.4865203847991277E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141004,2014-10-04,1.4929005799673563E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141005,2014-10-05,1.3688887374555387E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141006,2014-10-06,1.497776271951129E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141007,2014-10-07,1.5310297857706105E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141008,2014-10-08,1.4324574550256252E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141009,2014-10-09,1.432389436935084E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141010,2014-10-10,1.2282310174911398E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141011,2014-10-11,2.3805939641643096E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141012,2014-10-12,2.2588247867196437E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141013,2014-10-13,2.076516990945757E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141014,2014-10-14,2.119737992920354E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141015,2014-10-15,2.2254861795195933E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141016,2014-10-16,2.254663634824312E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141017,2014-10-17,2.0908177670459338E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141018,2014-10-18,2.3333118328296505E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141019,2014-10-19,2.3916874851283293E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141020,2014-10-20,1.9722261783717614E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141021,2014-10-21,2.0097966648686606E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141022,2014-10-22,2.089417040876526E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141023,2014-10-23,2.0899031207192022E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141024,2014-10-24,1.7445491876226585E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141025,2014-10-25,2.0209716172777068E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141026,2014-10-26,2.14415771761684E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141027,2014-10-27,2.41576455812012E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141028,2014-10-28,2.1896225289105605E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141029,2014-10-29,1.8533635511809446E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141030,2014-10-30,2.1379024831095852E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141031,2014-10-31,2.3839912747295965E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141101,2014-11-01,2.025822746774226E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141102,2014-11-02,1.6927514958280656E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141103,2014-11-03,1.53256506648205E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141104,2014-11-04,1.855890148800995E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141105,2014-11-05,1.8263272310878333E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141106,2014-11-06,2.0532219407220114E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141107,2014-11-07,2.120845065029197E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141108,2014-11-08,1.7168739621375382E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141109,2014-11-09,2.064436381201211E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141110,2014-11-10,1.845641508277647E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141111,2014-11-11,1.5935022377942324E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141112,2014-11-12,1.8377052413220152E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141113,2014-11-13,1.8687265254349522E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141114,2014-11-14,1.711522715445587E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141115,2014-11-15,2.017734716842252E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141116,2014-11-16,2.038081841446431E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141117,2014-11-17,1.8242822907310415E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141118,2014-11-18,1.8785843063191045E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141119,2014-11-19,1.839557204759897E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141120,2014-11-20,1.544597839399594E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141121,2014-11-21,1.7788560680914246E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141122,2014-11-22,1.7440411228382792E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141123,2014-11-23,1.870235788766479E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141124,2014-11-24,1.8850028435855746E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141125,2014-11-25,1.4954746826480446E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141126,2014-11-26,1.293792870852648E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141127,2014-11-27,1.5686814011919808E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141128,2014-11-28,1.792000756518772E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141129,2014-11-29,1.6022516238797577E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141130,2014-11-30,1.7745995713603433E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141201,2014-12-01,1.9848588743523367E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141202,2014-12-02,1.968095475584452E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141203,2014-12-03,1.830988866574357E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141204,2014-12-04,1.8716741526217557E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141205,2014-12-05,1.7351358702626765E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141206,2014-12-06,1.8662936221861012E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141207,2014-12-07,1.8382160172014523E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141208,2014-12-08,1.8134831925270397E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141209,2014-12-09,1.6081199369895445E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141210,2014-12-10,1.614401650071237E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141211,2014-12-11,1.7155118816366658E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141212,2014-12-12,1.2428737047097297E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141213,2014-12-13,1.6145797126161378E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141214,2014-12-14,1.853564137635703E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141215,2014-12-15,1.9680657068127546E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141216,2014-12-16,1.7970770193084896E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141217,2014-12-17,1.7780694865169663E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141218,2014-12-18,1.9809030409567956E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141219,2014-12-19,1.8460537553267907E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141220,2014-12-20,1.8060430743724037E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141221,2014-12-21,1.7126624768647276E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141222,2014-12-22,1.5002391961069971E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141223,2014-12-23,1.3159297815262975E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141224,2014-12-24,1.7202252606024116E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141225,2014-12-25,1.666116257130816E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141226,2014-12-26,2.0296441750085276E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141227,2014-12-27,1.7589405754098687E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141228,2014-12-28,1.1680511614392066E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141229,2014-12-29,1.297665172941624E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141230,2014-12-30,1.4984805256035147E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141231,2014-12-31,1.6483983746433083E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150101,2015-01-01,1.6461588718640253E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150102,2015-01-02,1.855880722926574E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150103,2015-01-03,1.93296215867397E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150104,2015-01-04,1.6506546453314058E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150105,2015-01-05,1.912416517071016E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150106,2015-01-06,1.9691809541147433E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150107,2015-01-07,1.6049849427808871E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150108,2015-01-08,1.2909757895691615E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150109,2015-01-09,1.3874671580840005E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150110,2015-01-10,1.777540827917243E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150111,2015-01-11,1.9995776415467657E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150112,2015-01-12,1.5421298712419474E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150113,2015-01-13,1.6879751005478296E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150114,2015-01-14,1.4047259751811052E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150115,2015-01-15,1.4665752888728345E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150116,2015-01-16,1.518469719784079E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150117,2015-01-17,1.639125488820661E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150118,2015-01-18,1.951334104075612E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150119,2015-01-19,1.5697213656813748E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150120,2015-01-20,1.5256113514739228E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150121,2015-01-21,1.746815979050026E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150122,2015-01-22,1.9721799076515555E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150123,2015-01-23,2.027663621832921E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150124,2015-01-24,1.9766834091545764E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150125,2015-01-25,1.5916020164629865E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150126,2015-01-26,1.9857687034535337E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150127,2015-01-27,1.6956327822446965E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150128,2015-01-28,1.4221572840487208E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150129,2015-01-29,1.4349363399514373E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150130,2015-01-30,1.5527400169526214E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150131,2015-01-31,1.696265445869203E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150201,2015-02-01,1.9993790505327784E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150202,2015-02-02,1.9749519565267988E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150203,2015-02-03,1.7145004630104546E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
