system:index,date,ssrd_sum_J_m2,.geo
20060613,2006-06-13,1.9391158049324743E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060614,2006-06-14,1.9735741371621203E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060615,2006-06-15,1.7084382886681512E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060616,2006-06-16,1.6258729102161208E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060617,2006-06-17,1.5492635812654248E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060618,2006-06-18,1.6606244418838926E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060619,2006-06-19,1.6492233474605173E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060620,2006-06-20,1.7302150190114986E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060621,2006-06-21,1.7232886830012243E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060622,2006-06-22,1.0240350093472194E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060623,2006-06-23,1.0467005691168504E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060624,2006-06-24,2.0253046189793896E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060625,2006-06-25,1.5567242275439957E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060626,2006-06-26,1.6268272982401209E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060627,2006-06-27,1.422276923396143E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060628,2006-06-28,1.6119386644031053E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060629,2006-06-29,1.5231032832620943E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060630,2006-06-30,1.925517010005417E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060701,2006-07-01,2.002121755687997E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060702,2006-07-02,1.8621043860975657E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060703,2006-07-03,1.7088033259406406E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060704,2006-07-04,1.4340505782754395E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060705,2006-07-05,1.5626812399895642E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060706,2006-07-06,1.778147127975437E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060707,2006-07-07,1.696473400092308E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060708,2006-07-08,1.902441048807014E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060709,2006-07-09,1.781374564525514E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060710,2006-07-10,1.2661690161940873E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060711,2006-07-11,1.87632097850019E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060712,2006-07-12,1.2925075408664942E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060713,2006-07-13,1.7767722707121782E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060714,2006-07-14,1.6289196359320123E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060715,2006-07-15,1.844797187574498E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060716,2006-07-16,1.786393939052435E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060717,2006-07-17,1.6217411739610288E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060718,2006-07-18,1.4597303480545022E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060719,2006-07-19,1.767869891682218E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060720,2006-07-20,2.0187485003993332E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060721,2006-07-21,1.952966784833343E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060722,2006-07-22,1.6988352214596733E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060723,2006-07-23,1.5886244551361537E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060724,2006-07-24,1.4401514393995948E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060725,2006-07-25,1.9292076177874092E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060726,2006-07-26,2.0271661114683036E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060727,2006-07-27,2.1429557981899533E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060728,2006-07-28,2.131628228274437E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060729,2006-07-29,2.0303720622158E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060730,2006-07-30,1.9010985558003724E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060731,2006-07-31,2.1608880892902296E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060801,2006-08-01,2.455531477326269E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060802,2006-08-02,2.1161580417875703E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060803,2006-08-03,1.9702660955431134E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060804,2006-08-04,1.9830965052675936E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060805,2006-08-05,1.9906220276924927E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060806,2006-08-06,2.199491726426263E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060807,2006-08-07,1.8957283871691447E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060808,2006-08-08,2.1508139278831284E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060809,2006-08-09,2.1998779036622304E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060810,2006-08-10,2.3646256866333544E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060811,2006-08-11,2.071652267505468E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060812,2006-08-12,2.0771216933036335E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060813,2006-08-13,1.8694356936006248E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060814,2006-08-14,1.836355499632773E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060815,2006-08-15,2.2271488183733664E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060816,2006-08-16,2.10043851016796E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060817,2006-08-17,1.6828322235907927E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060818,2006-08-18,1.862820436028334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060819,2006-08-19,2.263458230249031E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060820,2006-08-20,2.130108791563823E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060821,2006-08-21,2.1453510305379957E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060822,2006-08-22,1.9004070680111565E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060823,2006-08-23,1.71384512530251E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060824,2006-08-24,2.0098135002107043E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060825,2006-08-25,2.3677242921357334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060826,2006-08-26,2.2833955572371718E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060827,2006-08-27,2.132789538831698E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060828,2006-08-28,1.9670162705636818E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060829,2006-08-29,2.3222776584030654E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060830,2006-08-30,2.3023915293801297E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060831,2006-08-31,2.35995414298557E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060901,2006-09-01,2.295433347440451E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060902,2006-09-02,2.293865043336744E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060903,2006-09-03,2.3634688157646514E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060904,2006-09-04,2.3256357884373803E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060905,2006-09-05,2.213366709533842E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060906,2006-09-06,2.2970273761483353E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060907,2006-09-07,2.4829029246924717E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060908,2006-09-08,2.5627574807336494E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060909,2006-09-09,2.370927575582445E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060910,2006-09-10,2.2507494659081325E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060911,2006-09-11,2.3816265454859212E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060912,2006-09-12,2.240508663299419E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060913,2006-09-13,2.296530901787971E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060914,2006-09-14,2.06280229595248E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060915,2006-09-15,2.1005946029217575E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060916,2006-09-16,1.938945398262195E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060917,2006-09-17,2.146230952300684E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060918,2006-09-18,2.5515089316035554E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060919,2006-09-19,2.362441851680613E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060920,2006-09-20,1.6769493396223376E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060921,2006-09-21,2.1748901807958573E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060922,2006-09-22,2.3970635427768737E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060923,2006-09-23,1.536533124426759E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060924,2006-09-24,1.68822611951563E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060925,2006-09-25,1.6152771300332302E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060926,2006-09-26,1.5539686640152408E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060927,2006-09-27,1.3881036445946604E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060928,2006-09-28,1.3269197692324411E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060929,2006-09-29,1.5136331236639887E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060930,2006-09-30,1.4838575215598142E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061001,2006-10-01,1.6007478385913167E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061002,2006-10-02,1.5778148187273609E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061003,2006-10-03,1.4924202157900494E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061004,2006-10-04,1.4761250852693915E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061005,2006-10-05,1.5668575802747365E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061006,2006-10-06,1.5840543668492466E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061007,2006-10-07,1.1226828640939444E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061008,2006-10-08,1.3260941025729766E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061009,2006-10-09,1.543889058309029E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061010,2006-10-10,1.340870753594079E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061011,2006-10-11,2.4174080955832466E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061012,2006-10-12,2.3716572204683647E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061013,2006-10-13,2.4063169688278854E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061014,2006-10-14,2.1643238903377272E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061015,2006-10-15,2.2741142867979046E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061016,2006-10-16,2.15378542738346E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061017,2006-10-17,2.1188835711436182E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061018,2006-10-18,2.0380174343587574E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061019,2006-10-19,1.5388148331426956E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061020,2006-10-20,1.7033890703991316E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061021,2006-10-21,2.1314209748479918E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061022,2006-10-22,1.9824988378142986E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061023,2006-10-23,2.1111264090863477E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061024,2006-10-24,2.1302458587281518E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061025,2006-10-25,2.2035016215479698E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061026,2006-10-26,2.38796906928742E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061027,2006-10-27,2.4191639294925038E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061028,2006-10-28,1.8478626576926928E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061029,2006-10-29,1.5417754208817447E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061030,2006-10-30,1.9185574172134925E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061031,2006-10-31,1.722178484739028E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061101,2006-11-01,1.76971034837156E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061102,2006-11-02,1.9647462959324136E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061103,2006-11-03,2.202470817105131E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061104,2006-11-04,1.9829772285674144E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061105,2006-11-05,1.940781787008608E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061106,2006-11-06,1.6555114614091057E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061107,2006-11-07,1.941890504525113E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061108,2006-11-08,1.929849926867738E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061109,2006-11-09,1.616635224746654E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061110,2006-11-10,7564250.67822527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061111,2006-11-11,1.982878194016013E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061112,2006-11-12,2.093703723139284E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061113,2006-11-13,2.0079345340075854E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061114,2006-11-14,2.006882804639496E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061115,2006-11-15,2.0387244549114034E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061116,2006-11-16,2.0162325085545707E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061117,2006-11-17,2.3037714013926517E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061118,2006-11-18,2.1736527851022404E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061119,2006-11-19,1.954892395874219E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061120,2006-11-20,1.9048750218128543E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061121,2006-11-21,1.6494730190757122E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061122,2006-11-22,1.5556250561435187E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061123,2006-11-23,1.7288100936407592E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061124,2006-11-24,1.8418598086890213E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061125,2006-11-25,1.955326859374309E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061126,2006-11-26,2.008729029157385E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061127,2006-11-27,1.802685752742159E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061128,2006-11-28,1.748572731523288E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061129,2006-11-29,1.2680205835008925E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061130,2006-11-30,1.5665724568378378E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061201,2006-12-01,1.8153763172034588E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061202,2006-12-02,1.7344019629723277E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061203,2006-12-03,2.038626462456605E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061204,2006-12-04,1.8313356045592267E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061205,2006-12-05,1.8173580704352535E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061206,2006-12-06,1.3538996076495485E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061207,2006-12-07,1.2479768231011577E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061208,2006-12-08,1.461297569947624E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061209,2006-12-09,8701738.371280078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061210,2006-12-10,1.4494591705175282E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061211,2006-12-11,1.592649283390524E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061212,2006-12-12,1.4878302061766291E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061213,2006-12-13,1.891601621319205E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061214,2006-12-14,1.8173557758433163E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061215,2006-12-15,1.8760959228703864E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061216,2006-12-16,1.5265748634439016E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061217,2006-12-17,1.9058384832299873E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061218,2006-12-18,1.8971988051692646E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061219,2006-12-19,1.9009707269560322E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061220,2006-12-20,1.602923040386892E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061221,2006-12-21,1.0614840875403846E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061222,2006-12-22,9931331.148917386,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061223,2006-12-23,1.057023139461802E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061224,2006-12-24,1.6433405866072673E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061225,2006-12-25,1.9261884027853023E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226,2006-12-26,1.7879579678686813E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061227,2006-12-27,1.8393894834667787E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061228,2006-12-28,1.9880771868841927E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061229,2006-12-29,1.809579776718238E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061230,2006-12-30,1.3884327426725248E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061231,2006-12-31,1.8184489062107433E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070101,2007-01-01,1.8586142819818184E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070102,2007-01-02,1.9043611486846045E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070103,2007-01-03,1.13199811967973E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070104,2007-01-04,1.33437771502418E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070105,2007-01-05,1.9313435401440803E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070106,2007-01-06,1.5042748231172116E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070107,2007-01-07,1.7925814288603924E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070108,2007-01-08,1.81620596631148E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070109,2007-01-09,1.7096596030742675E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070110,2007-01-10,1.5441739391567834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070111,2007-01-11,1.8627034417835556E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070112,2007-01-12,1.8459144519735903E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070113,2007-01-13,1.919324707081652E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070114,2007-01-14,1.626834888856781E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070115,2007-01-15,1.452329573021893E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070116,2007-01-16,1.5979018011919806E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070117,2007-01-17,1.4904780673609847E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070118,2007-01-18,1.0922060701703684E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070119,2007-01-19,1.4368905883892197E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070120,2007-01-20,1.882072405891677E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070121,2007-01-21,1.774910071888106E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070122,2007-01-22,1.743982385198562E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070123,2007-01-23,1.6481790006461587E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070124,2007-01-24,1.7166845090201274E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070125,2007-01-25,1.9912069888788544E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070126,2007-01-26,2.0571935351433776E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070127,2007-01-27,1.4581717918246938E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070128,2007-01-28,1.2782679039672507E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070129,2007-01-29,1.8616607423273735E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070130,2007-01-30,1.9405705028715894E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070131,2007-01-31,1.8197761547568873E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070201,2007-02-01,2.1222650035358086E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070202,2007-02-02,1.785046023101157E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070203,2007-02-03,2.251171781124958E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070204,2007-02-04,1.9573127197720375E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070205,2007-02-05,2.029116553304035E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070206,2007-02-06,2.2137017428210218E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070207,2007-02-07,1.6946557057612427E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070208,2007-02-08,1.9443225120622873E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070209,2007-02-09,1.8513597099833444E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070210,2007-02-10,1.7069820625529263E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070211,2007-02-11,1.7760872286155753E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070212,2007-02-12,1.6449876572873384E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070213,2007-02-13,1.922348290674854E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070214,2007-02-14,2.1429253122870374E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070215,2007-02-15,2.0019870408283655E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070216,2007-02-16,1.9543571510444872E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070217,2007-02-17,1.9993752522465028E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070218,2007-02-18,1.9395324007063583E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070219,2007-02-19,2.2048939453053195E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070220,2007-02-20,2.105190616057632E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070221,2007-02-21,2.08318872107238E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070222,2007-02-22,1.7748462342223026E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070223,2007-02-23,2.0088611659823805E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070224,2007-02-24,1.8574956723095134E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070225,2007-02-25,2.0313904155399032E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070226,2007-02-26,2.0863825330243003E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070227,2007-02-27,2.099762480199867E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070228,2007-02-28,1.9907503188569825E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070301,2007-03-01,1.8604445863343563E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070302,2007-03-02,1.923719695049465E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070303,2007-03-03,2.008727728208215E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070304,2007-03-04,1.7616904254488114E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070305,2007-03-05,1.3142475733776134E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070306,2007-03-06,1.0066101560406938E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070307,2007-03-07,7875853.456988081,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070308,2007-03-08,1.3790827358700128E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070309,2007-03-09,1.4648477065438125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070310,2007-03-10,1.4120918558734782E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070311,2007-03-11,1.3154903280211639E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070312,2007-03-12,8098597.430538388,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070313,2007-03-13,1.288220948549733E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070314,2007-03-14,1.3164040790199637E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070315,2007-03-15,1.442897543727606E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070316,2007-03-16,1.2376538799079407E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070317,2007-03-17,9911706.83976942,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070318,2007-03-18,1.4083566339080453E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070319,2007-03-19,1.4108160196928984E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070320,2007-03-20,1.3621919256361714E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070321,2007-03-21,1.4133533219974697E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070322,2007-03-22,2.0017296545060497E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070323,2007-03-23,1.4424081871009156E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070324,2007-03-24,1.8427988677141648E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070325,2007-03-25,1.4950771579836654E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070326,2007-03-26,1.4366753615596088E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
