system:index,am_cloud,am_convective,am_precip,am_ssrd,date,pm_cloud,pm_convective,pm_precip,pm_ssrd,.geo
1357,0.24716404064868888,1.1233743862248957E-4,1.3174836446220675E-4,6853597.458333333,2007-09-19,0.15581590107952556,5.84571777532498E-5,6.127188680693507E-5,1.3086059854166666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1358,0.19629351794719696,2.825246677578737E-4,3.34011681843549E-4,6341998.276041667,2007-09-20,0.25639182018737,0.0012112165859434754,0.0012652519799303263,1.1489457083333334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1359,0.45134679165979225,5.682048455734426E-4,6.620007916353643E-4,5764963.44921875,2007-09-21,0.4951054385552804,0.0018273795334001381,0.001971547472445915,1.1111430799479166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1360,0.5918533758570751,5.798328978319963E-4,7.143305071319143E-4,4968913.772135417,2007-09-22,0.6988957344243923,0.0017424746862767886,0.0018706168242109318,1.04384182109375E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1361,0.9993630747000376,0.0019434240190700318,0.003928188777839144,2712701.3763020835,2007-09-23,0.9997026013831297,0.0017480628497044866,0.002430141631824275,7520035.57421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1362,0.7827074412877361,2.721510051439206E-4,3.1685091865559417E-4,5569149.811197917,2007-09-24,0.6350937540022036,5.840492182566474E-4,6.210543215274811E-4,1.1110243557291666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1363,0.32175003240505856,5.487863866922756E-5,7.040026442458232E-5,6719463.234375,2007-09-25,0.3879180316192408,6.30277597034971E-5,7.236294914036989E-5,1.264032628125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1364,0.5536715940882763,0.0018134991745076452,0.0019296423997730017,5702905.110677083,2007-09-26,0.4043812680368622,0.0024793189707755423,0.002566542233883714,1.0861382895833334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1365,0.45225950113187235,4.073927993886173E-4,5.183155493189892E-4,5675230.1875,2007-09-27,0.4569049837688605,0.0012830142077291384,0.0014028130002164592,1.1032545390625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1366,0.8407610474775234,0.0012201329712600757,0.0012974031657601397,5870568.446614583,2007-09-28,0.9323345869779587,0.0010054196124353136,0.0010592846471505861,1.0814469052083334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1367,0.7298966584106287,2.0618115862210593E-4,2.2781704319640994E-4,6041466.895833333,2007-09-29,0.5905793647592267,0.0010709965814991544,0.001172817205466951,1.14840539453125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1368,0.5209440439939499,5.437725728067259E-5,6.71466113999486E-5,6522957.740885417,2007-09-30,0.40526115444178384,4.427986762796839E-5,5.642002603660027E-5,1.1907325390625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1369,0.389544359408319,4.841906290190915E-5,5.6697831799586616E-5,6887907.658854167,2007-10-01,0.4695507222786546,8.479087652328114E-5,9.192883347471555E-5,1.2555355557291666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1370,0.2521444344893098,1.3371199020184577E-4,1.4959648251533508E-4,6571791.424479167,2007-10-02,0.15011377912014723,1.267393430074056E-4,1.3736522911737362E-4,1.2494620020833334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1371,0.3504630619039138,2.2261356934905052E-4,2.467316226102412E-4,6567227.118489583,2007-10-03,0.6247435249388218,6.846179846130932E-4,7.066612500542154E-4,1.2216552635416666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1372,0.8361013395090898,8.194811913805703E-4,8.752331874954203E-4,5750428.298177083,2007-10-04,0.5067781507968903,0.002723696544611206,0.0028204868528215834,1.1334064736979166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1373,0.9114168460170428,3.2703518324221176E-4,3.7727194527784985E-4,5791105.859375,2007-10-05,0.9317519428829352,2.679177559912205E-4,3.1531658411646884E-4,1.0997922263020834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1374,0.8596819390853246,3.4181821198823553E-4,4.0971611936887103E-4,6055951.024739583,2007-10-06,0.7264735229934255,8.686908743887519E-4,8.991929741265873E-4,1.1708657213541666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1375,0.7115539573132992,5.625137515986959E-4,6.316782091744244E-4,6739130.04296875,2007-10-07,0.22319861765330037,4.148509809359287E-4,4.6285362138102454E-4,1.1951403682291666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1376,0.6242242275426785,3.168296437555303E-4,3.9872884129484493E-4,6177718.372395833,2007-10-08,0.4194299066439271,0.0015675221899679552,0.0016182460725152243,1.1852623671875E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1377,0.25109677699704963,1.3500267717366418E-4,1.5141954645514488E-4,6715678.5390625,2007-10-09,0.5541533771902323,2.5234843875902396E-4,2.839542964162926E-4,1.220228278125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1378,0.8714207708835602,1.4165051591893038E-4,1.7265732943390807E-4,5935961.846354167,2007-10-10,0.634162767479817,3.7292668033236015E-4,4.66708578945448E-4,1.0924550854166666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1379,0.8590881663064162,2.679326959575216E-4,3.117726494868596E-4,6019582.3125,2007-10-11,0.9620935320854187,0.0010725056927185506,0.0010910662919438134,1.0384092908854166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1380,0.532156511520346,9.587350844716032E-5,1.1771639886622627E-4,5760280.360677083,2007-10-12,0.6671832675735155,0.0013451832928694785,0.0013871302653569728,1.0638721955729166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1381,0.773776030788819,0.0017755886704738562,0.0019757542371128998,4359954.799479167,2007-10-13,0.7352879488219818,0.00322277974919416,0.0037678965794232986,7874071.8359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1382,0.6981061405191819,6.449218684186538E-5,8.745510907222827E-5,6589682.078125,2007-10-14,0.6830706164861718,3.6829461654027305E-5,4.147588818644484E-5,1.2549192286458334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1383,0.7147605959326029,2.9677447552482288E-5,3.582163481041789E-5,7139655.6328125,2007-10-15,0.6836115323627988,1.005047233775258E-4,1.0921633414303263E-4,1.1884486489583334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1384,0.8940037762125334,3.054778596075873E-4,3.743304987438023E-4,6632565.390625,2007-10-16,0.7318389844149351,0.001314024406989726,0.0014432841562666,1.1704782161458334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1385,0.46428381837904453,5.737272634481391E-4,6.761188269592822E-4,5841112.229166667,2007-10-17,0.6602471868197123,9.777055189867194E-4,0.001044479994258533,1.0909235229166666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1386,0.2990100597962737,1.8434730009175837E-4,2.0846157955626646E-4,6880833.1484375,2007-10-18,0.3856246567641695,1.0920177252652745E-4,1.1282185247788827E-4,1.2201121635416666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1387,0.38096169227113325,2.054174644096444E-4,2.3781131797780594E-4,6472841.848958333,2007-10-19,0.29601101235797006,1.9465252989903092E-4,2.0156251654649773E-4,1.2012151072916666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1388,0.8995212825636069,1.782393956091255E-4,2.8950525059675175E-4,5835393.045572917,2007-10-20,0.542509272073706,7.185252519169202E-4,7.639414980076253E-4,1.1119130286458334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1389,0.5670687090605497,5.817804388546696E-4,6.268407062937816E-4,6398395.5625,2007-10-21,0.4813045831397176,0.002434418915072456,0.0025152165132264295,1.0949566932291666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1390,0.7181532103568316,1.9122221662352482E-4,2.2352962211395303E-4,6634546.78125,2007-10-22,0.7469939592604836,1.9142389646731317E-4,2.0502121575797597E-4,1.1699480755208334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1391,0.2817269372753799,9.849141739929716E-5,1.1659588199108839E-4,6792827.369791667,2007-10-23,0.7164434306323528,1.3928727518456677E-4,1.5395895267526308E-4,1.1749938513020834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1392,0.19601972308009863,6.841188102650146E-5,8.112005889415741E-5,7081161.416666667,2007-10-24,0.16810304702570042,1.3901423274849853E-4,1.4912207067633668E-4,1.2378731536458334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1393,0.26319492732485134,1.4971531345508993E-4,1.793203797812263E-4,6774308.231770833,2007-10-25,0.23235280066728592,1.1021696263924241E-4,1.3250725654264292E-4,1.2163603833333334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1394,0.677507576222221,2.2189487935975194E-4,2.3244109858448306E-4,6825551.873697917,2007-10-26,0.5501363979031643,1.8057091316829124E-4,1.8791173351928592E-4,1.151905996875E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1395,0.37725482741370797,2.575619340253373E-4,2.995558121862511E-4,6335029.203125,2007-10-27,0.3419930152595043,5.850838497281075E-4,6.861646931308011E-4,1.149102025E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1396,0.5974298417568207,2.2284629327865937E-4,3.0063742694134515E-4,6170065.541666667,2007-10-28,0.506454367035379,1.63658425056686E-4,2.0760833285748959E-4,1.1682717640625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1397,0.44569402871032554,7.483970354466388E-4,9.33348104202499E-4,5772808.329427083,2007-10-29,0.5286109031488498,0.0017167073480474453,0.0018755656007366877,1.0349275971354166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1398,0.8413554541766644,0.0021893994853598997,0.0023847955550688007,4686000.260416667,2007-10-30,0.6822076598182321,0.004475361197061527,0.004976294798931728,8045462.209635417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1399,0.38927326537668705,5.300410848576576E-4,6.139127848049005E-4,6231182.813802083,2007-10-31,0.3222090097454687,0.0010158055714176346,0.0010983506799675524,1.1373248455729166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400,0.3407634313528736,2.709765782735E-4,3.603108537693818E-4,5959911.877604167,2007-11-01,0.218773925366501,3.448791054931159E-4,3.7048920057713985E-4,1.1314253932291666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1401,0.20706457163517675,6.657646736130118E-5,8.328965244193871E-5,6667866.138020833,2007-11-02,0.16513849484423795,7.434452224212389E-5,8.219127388050158E-5,1.204000759375E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1402,0.5407933006063104,6.858462196153899E-5,7.925896594921748E-5,6707898.677083333,2007-11-03,0.48395719348142546,7.308040706751247E-5,8.31076370862623E-5,1.1905259869791666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1403,0.3078495903561513,3.908441673653821E-5,5.635539613043269E-5,6722923.020833333,2007-11-04,0.38362256437540054,1.3867674473052224E-4,1.6447158607964715E-4,1.1801782229166666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1404,0.23410533865292868,1.6023770634395382E-4,1.821064312631885E-4,6651819.885416667,2007-11-05,0.38986830164988834,3.1852509710006416E-4,3.6033341893926263E-4,1.1483165453125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1405,0.6675234983364741,2.8271490009501576E-5,3.408048845206698E-5,6964098.924479167,2007-11-06,0.706074216713508,1.39286566991359E-5,1.4440059506644806E-5,1.2568084401041666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1406,0.3707890212535858,2.1149192859108248E-4,2.916723412151138E-4,6651127.1328125,2007-11-07,0.22639285757516822,1.277289508531491E-4,1.4186058736716708E-4,1.1648395526041666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1407,0.6291705345114073,1.1468078203809758E-4,1.3884502307822308E-4,6619825.716145833,2007-11-08,0.3167160727704565,3.160664103537177E-4,3.6037585232406855E-4,1.1377170752604166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1408,0.5692372228950262,0.0020201424680029354,0.00225646219526728,5075391.110677083,2007-11-09,0.6797345094382763,0.0030705755149635174,0.0033446794647412994,9035024.33984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1409,0.9036545368532339,0.0011979796981904656,0.0013882855225043993,4832116.069010417,2007-11-10,0.9557468518614769,0.0030720721260877326,0.0032192515888406583,8556344.291666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1410,0.7566435175637404,0.0020042318161965036,0.0022219367286500833,4668304.513020833,2007-11-11,0.7452403903007507,0.002817202577716671,0.0031529031499909856,8671166.481770834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1411,0.39789829092721146,5.647991686904182E-4,7.674639540103575E-4,5717828.4453125,2007-11-12,0.4774565709133943,0.0033630779022738957,0.003622407151851803,9203724.828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1412,0.9373556661109129,4.45535338561361E-4,5.882727564312518E-4,5826164.977864583,2007-11-13,0.9336275781194369,6.371747973995904E-4,6.919060057650009E-4,1.0614911364583334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1413,0.2527413060888648,6.852097188433011E-5,1.0814475050816934E-4,6340030.442708333,2007-11-14,0.3331383817518751,9.867977739001314E-5,1.5523253629604974E-4,1.1313904994791666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1414,0.287208277421693,5.772017175331712E-5,7.366400677710772E-5,6570582.58984375,2007-11-15,0.19416545735051235,6.329009192995727E-5,6.752804620191455E-5,1.182708346875E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1415,0.8348049173752466,3.631478951623042E-4,5.37842531533291E-4,5967559.2265625,2007-11-16,0.6336575262248516,5.56431186851114E-4,6.101626592377821E-4,1.0757619119791666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1416,0.5461393656829993,2.4304531204203766E-5,3.093601359675328E-5,6255450.6796875,2007-11-17,0.28989028992752236,1.1560215110269685E-4,1.3161970612903437E-4,1.14763235078125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1417,0.42392668935159844,6.681878585368395E-4,8.384578201609353E-4,5387889.756510417,2007-11-18,0.453643665338556,5.341285044172158E-4,7.704278881040713E-4,9888387.684895834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1418,0.2810800021203856,2.427917206659913E-4,3.9762929858018953E-4,5853117.591145833,2007-11-19,0.3342472347430885,3.788241883739829E-4,6.54808129183948E-4,9807312.708333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1419,0.3546370867018898,1.859666178158174E-4,2.4551197808856767E-4,5779902.634114583,2007-11-20,0.2623612981600066,1.7232337268069386E-4,2.2797732769201198E-4,1.0944339247395834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1420,0.47470700182020664,7.384573594511797E-4,7.819920040977498E-4,5998242.600260417,2007-11-21,0.4473498386020462,1.388887564341227E-4,1.5575768581281105E-4,1.0517928135416666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1421,0.7769683636724949,7.781214371789247E-4,9.376840704741577E-4,5388969.639322917,2007-11-22,0.752803614983956,6.788847676943988E-4,8.171213751969238E-4,9803956.34375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1422,0.5755292928467194,4.37972106738016E-4,5.870625609531999E-4,5441507.076822917,2007-11-23,0.5764514602099856,8.758222635757799E-4,9.611930193689963E-4,1.0011062111979166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1423,0.31002415126810473,3.624473950670411E-4,4.592301750866075E-4,5699705.950520833,2007-11-24,0.2582281252058844,5.625177291221917E-4,6.038277254750332E-4,1.0706960893229166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1424,0.4696770130346219,3.508189111016691E-4,5.604995337004463E-4,5532632.397135417,2007-11-25,0.6139363975574573,2.222163505697002E-4,2.996883122250438E-4,1.0335578966145834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1425,0.7972605352600416,8.488901754996429E-4,0.0010200823501994212,4898284.020833333,2007-11-26,0.5696594013522068,0.001139688848828276,0.0014376431548347075,9555578.307291666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1426,0.5996969062834978,2.3314758436754346E-4,2.8647730747858685E-4,4797030.466145833,2007-11-27,0.5929378286624948,9.7414490301162E-4,0.001195839645030598,9971522.044270834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1427,0.9321024355789026,5.123642622493207E-4,6.84174612009277E-4,4979442.829427083,2007-11-28,0.7857108556975921,6.785267517746737E-4,9.270247343617181E-4,9365241.682291666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1428,0.7104057551672062,2.8765673050656915E-4,3.874350610810022E-4,5614081.010416667,2007-11-29,0.6261753768970569,3.221049119019881E-4,3.8786405154193443E-4,1.0939975588541666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1429,0.9383734464645386,1.6339891590178013E-4,2.0244246115908027E-4,5133112.325520833,2007-11-30,0.9933110984663168,0.004059121837296213,0.004387458922186245,9271071.161458334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1430,0.7933529155949751,0.0012919045305655648,0.0014308474880332749,4766037.096354167,2007-12-01,0.8070377372205257,0.0033995318323529014,0.0035318216347756484,9198824.432291666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1431,0.8863176169494787,0.001481488419813104,0.0017754633639318247,3811832.34375,2007-12-02,0.8254543530444304,0.0032593232123569273,0.0033926399773918092,9018419.010416666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1432,0.9679443401594957,6.477117955607051E-4,0.001020459031375746,2776552.4661458335,2007-12-03,0.969758402556181,5.273505861017233E-4,8.449199764678875E-4,4701272.3359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1433,0.8667039250334104,4.899873262426505E-4,6.595100276172161E-4,3447759.4361979165,2007-12-04,0.8870162876943747,0.0015193098661256954,0.0016755294442797701,7686655.651041667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1434,0.9189086978634199,4.0699189412407577E-4,5.320674778583149E-4,4733824.069010417,2007-12-05,0.9539902632435163,5.290612947040548E-4,5.978988580560932E-4,9028379.46875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1435,0.9939031998316447,0.0031426234054379165,0.0035266377963125706,3823340.99609375,2007-12-06,0.97743812824289,0.003346366051118821,0.0036497557690987983,7206580.973958333,"{""type"":""MultiPoint"",""coordinates"":[]}"
1436,0.736443854868412,5.566350882872939E-4,6.916901911608875E-4,5181187.21875,2007-12-07,0.6846861379841963,0.0024682335933903232,0.0027201074990443885,9840678.395833334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1437,0.46194474771618843,5.534605879802257E-4,6.310344809511056E-4,5132287.712239583,2007-12-08,0.6037272413571676,0.001239932855241932,0.0013405743326681356,1.0055438786458334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1438,0.6609315605213245,7.578015017012755E-4,8.481633461390933E-4,4944183.1171875,2007-12-09,0.619864784181118,0.0014655970929500957,0.0015369777490074437,9793966.28125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1439,0.758128933608532,0.0014551362546626478,0.0016036742987732093,4753580.013020833,2007-12-10,0.6568057804057995,0.0021132610903199143,0.0022844699560664594,9613832.419270834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1440,0.5181088031580051,7.5240158669961E-4,0.001028042131414016,4736980.158854167,2007-12-11,0.7887114894886812,0.002215253650016772,0.002483468095306307,8857847.111979166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1441,0.9978439658880234,0.0034451562532922253,0.0037356325580428043,3072929.3893229165,2007-12-12,0.9978347433110079,0.002126880659488961,0.0025174459636521838,7006818.2734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1442,0.9967929683625698,0.0029927136056357995,0.003744369557049746,2034112.6015625,2007-12-13,0.9883477141459783,0.0035698568099178374,0.0044019051517049474,5919603.971354167,"{""type"":""MultiPoint"",""coordinates"":[]}"
1443,0.9994973900417486,0.00443273924853808,0.005987039136622722,1590073.9752604167,2007-12-14,0.9917843615015348,0.0037516234054540596,0.004407989220150436,4659489.690104167,"{""type"":""MultiPoint"",""coordinates"":[]}"
1444,0.8098018517096838,8.921215000251929E-4,0.001296221938294669,3511375.1158854165,2007-12-15,0.8657848611474037,0.0033146580293153725,0.004208753574251507,6358074.412760417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1445,0.8476350431640943,0.0026577616711923233,0.003625148383434862,2806844.140625,2007-12-16,0.8800877643128237,0.002893054634720708,0.003737322287634015,4996143.134114583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1446,0.9895218200981617,0.0023308192709616074,0.0028339100729984543,3291018.31640625,2007-12-17,0.9928778000175953,0.0032933878974290565,0.003863409646631529,6471217.212239583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1447,0.7761546783149242,5.705007254922142E-4,8.988565532490611E-4,3552559.6041666665,2007-12-18,0.629828441888094,0.0028186186148862666,0.003326824177444602,8189036.791666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1448,0.8100716744860014,0.0023479036365946135,0.0027507145035391054,3972657.23046875,2007-12-19,0.8805136022468408,0.0038922312911987924,0.0044143607665319,8042890.955729167,"{""type"":""MultiPoint"",""coordinates"":[]}"
1449,0.8351241002480189,0.0013603489254213248,0.0017982521482432883,3748003.3606770835,2007-12-20,0.9357167047758898,0.005348178242760089,0.006211376147499929,7652437.911458333,"{""type"":""MultiPoint"",""coordinates"":[]}"
1450,0.9216982399423918,0.0013819840096402913,0.0016330126867008705,3201652.3111979165,2007-12-21,0.9433457379539808,0.002852652124905338,0.0030297702469397336,7607935.102864583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1451,0.9136634903649489,5.119011620990932E-4,6.874081639883419E-4,4539588.5390625,2007-12-22,0.5839106508841118,0.004333176829580528,0.005009882404313733,8661200.294270834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1452,0.9144495899478594,3.9172309334389865E-4,5.945725133642554E-4,3797404.4140625,2007-12-23,0.8826238637169203,0.004001625692277837,0.004541853578605999,7502221.557291667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1453,0.6475161692748467,0.001627499388026384,0.0019202307254696886,3745778.5625,2007-12-24,0.8915631386140982,0.0025044308082821467,0.0029248224648957453,7531502.328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1454,0.9643457308411598,9.158162283711135E-4,0.001517751021310687,2454473.3216145835,2007-12-25,0.9662085771560669,0.0018902148149209097,0.0023600218701176345,5730347.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1455,0.5412969421595335,3.795031225308776E-4,5.597310373559594E-4,4724066.13671875,2007-12-26,0.47897600289434195,0.0013352473955213402,0.0016330614259156089,9963308.182291666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1456,0.6585223109771808,6.942380859982222E-4,8.577626625386378E-4,4128934.0729166665,2007-12-27,0.6941157064090172,9.265380261543518E-4,0.0011519406883356471,9001771.942708334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1457,0.7549725274244944,3.621902239198486E-4,6.208749255165458E-4,4398960.739583333,2007-12-28,0.6808672857781252,1.7904004198499024E-4,2.9120602024098236E-4,1.0121910979166666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1458,0.7645896592487892,2.0988835603930056E-4,4.0304144689192373E-4,4584779.072916667,2007-12-29,0.7796524440248808,1.895515985476474E-4,3.3747513468066853E-4,1.016828046484375E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1459,0.9292477145791054,6.510628542552391E-4,7.491679668116072E-4,3921285.2200520835,2007-12-30,0.9108748150368532,0.0019081024899302672,0.002335136756300926,8207344.2578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1460,0.6961639715979496,0.0015739257408616443,0.001819092295287798,4002548.1861979165,2007-12-31,0.6486619828889767,0.0013664730455881606,0.001705477450741455,8821307.364583334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1461,0.8645501099526882,6.962911478088548E-4,0.001132450260532399,2925906.7174479165,2008-01-01,0.8777478213111559,9.240163975240042E-4,0.0012875765096396208,7685288.348958333,"{""type"":""MultiPoint"",""coordinates"":[]}"
1462,0.961580902338028,3.181958745699376E-4,4.2309796360010904E-4,3625359.8046875,2008-01-02,0.9337820063034693,7.606161379953846E-4,9.627848630771041E-4,8775757.111979166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1463,0.5658433344215155,4.411842771029721E-4,5.919062338458995E-4,4528604.106770833,2008-01-03,0.5635545756667852,0.0013424274996699144,0.001496712997322902,1.0097314244791666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1464,0.3207816109061241,2.3955912911333144E-4,2.716659219004214E-4,4700318.013020833,2008-01-04,0.2809266901264588,2.068574152265986E-4,2.2999375748137632E-4,1.0806144361979166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1465,0.48378067774077255,4.5090582959043485E-4,6.921103340573609E-4,4285326.140625,2008-01-05,0.6524919485673308,5.653532668172071E-4,9.00212248476843E-4,9629756.28125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1466,0.6964058962961038,7.608513600037744E-4,0.0010465128580108285,4493270.1484375,2008-01-06,0.690341683725516,8.098553613914797E-4,0.00116212655363294,8922619.377604166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1467,0.9784930261472861,0.002403332618996501,0.005352691446508591,2569490.9739583335,2008-01-07,0.9202492286761602,0.0012973892832330118,0.002043526891308526,6724843.2109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1468,0.9845367347200712,0.0013673668678772326,0.0016506692627444863,3122602.0494791665,2008-01-08,0.9958624541759491,7.427618402289227E-4,9.897852044863005E-4,7500114.515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1469,0.4469759836792946,1.7455424919414023E-4,2.4824909633025527E-4,4918009.88671875,2008-01-09,0.7746358041961988,1.3253581710159779E-4,1.6167455275232592E-4,1.0964599966145834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1470,0.6565154530107975,1.287259510718286E-4,1.8397431510190168E-4,4694395.919270833,2008-01-10,0.9354998084406058,2.144673683991035E-4,3.201908548362553E-4,1.04188584296875E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1471,0.6067466363310814,2.853204302179317E-4,3.549320778499047E-4,4724845.239583333,2008-01-11,0.6753433564056953,2.2872377303428948E-4,3.094447505039473E-4,1.0402482575520834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1472,0.7802028941611449,9.333600852793703E-4,0.0011080914991907775,3346735.9075520835,2008-01-12,0.908831155548493,0.002188174805875557,0.0027286937984172255,6730203.088541667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1473,0.6917910190920035,2.89220023356999E-4,5.148584217143556E-4,4007300.875,2008-01-13,0.5950990387549003,5.633287413123375E-4,7.938400570613643E-4,9689434.018229166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1474,0.9269165893395742,2.4364567555797598E-4,3.4550480389346677E-4,4312776.3828125,2008-01-14,0.8672031921645006,1.974737097043544E-4,2.333195492004355E-4,1.04151803203125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1475,0.9017623576025168,2.3480329158095023E-4,2.58789979852736E-4,4489716.40625,2008-01-15,0.721249295398593,2.4319381918758154E-4,2.773703502801557E-4,1.0119041955729166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1476,0.6995078685383002,1.5408041266103586E-4,2.3683746500561634E-4,5043465.044270833,2008-01-16,0.9789322093129158,2.7341041519927484E-4,3.0716939363628626E-4,1.0678820515625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
