system:index,am_cloud,am_convective,am_precip,am_ssrd,date,pm_cloud,pm_convective,pm_precip,pm_ssrd,.geo
11,0.7870428835352262,1.5168891210729876E-4,2.5879077535743517E-4,4797207.799479167,2004-01-12,0.6426393389701843,1.615244837012142E-4,2.3289288704593977E-4,1.0783226369791666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.9595172976454099,2.865285399214675E-4,3.9701780769973993E-4,4482728.264322917,2004-01-13,0.9798916503787041,3.302945018125077E-4,4.3642761496206123E-4,1.08099119140625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.892242107540369,4.3948791183841723E-4,7.678361143916845E-4,4267965.016927083,2004-01-14,0.9245886479814848,3.5134461359120905E-4,8.491683596124252E-4,9054888.419270834,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.6900272710869709,1.919457766537865E-4,3.2070607024555403E-4,4685782.346354167,2004-01-15,0.606406714146336,2.3428908510444066E-4,3.8519643324737746E-4,1.07617870546875E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.3247425619823237,3.644466632977128E-4,4.985710644784073E-4,4703455.83203125,2004-01-16,0.4341855907502274,3.287145324672262E-4,4.126127654065688E-4,1.0685184635416666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.4199800438558062,2.5370978012991446E-4,3.883009194396436E-4,4803107.48828125,2004-01-17,0.9036003351211548,1.8078684418772659E-4,2.9393368943904835E-4,1.0660197653645834E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.49555782104531926,1.6375782433897257E-4,1.975708679916958E-4,4857086.678385417,2004-01-18,0.39835877623409033,3.8026919355615973E-5,4.0359426445017256E-5,1.1870131864583334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.36054068244993687,3.7517201659890514E-4,4.860532741683225E-4,4631141.7734375,2004-01-19,0.4498955548430483,2.4518335703760386E-4,2.871244214475155E-4,1.083838134375E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.5794656065603098,2.1320784192842743E-4,3.294637620759507E-4,4338249.736979167,2004-01-20,0.3821295980984966,2.1064286314261457E-4,2.850467183937629E-4,1.0751150130208334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.2848064151282112,1.6064485923076668E-4,2.562209653357665E-4,4489045.674479167,2004-01-21,0.4211570901485781,1.9080747733823955E-4,2.465117334698637E-4,1.1246263408854166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.5667784561713537,2.0554660780665776E-4,3.798912124087413E-4,4585159.5078125,2004-01-22,0.4651738731190562,1.3649607232461372E-4,3.09908432730784E-4,1.00639667265625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.3816792087939878,6.062409374862909E-5,7.705035386607051E-5,4995914.623697917,2004-01-23,0.3794409887244304,4.1902453328172364E-5,4.975744135056933E-5,1.1782602174479166E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.4137061669801672,1.9101726744944852E-5,2.4390348698943853E-5,5337553.6640625,2004-01-24,0.4053635209177931,3.9681801960493125E-5,4.7008118902643524E-5,1.1811367942708334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.828099804619948,9.857832143704097E-5,1.22272331888477E-4,4828402.838541667,2004-01-25,0.8709807160000006,6.296131565856437E-5,7.12680824411412E-5,1.1705562151041666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.31027974591900903,2.973369361522297E-4,3.803084643247227E-4,4809890.3984375,2004-01-26,0.617601132641236,3.931805743680646E-4,4.8787604706982773E-4,9809267.955729166,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.31401140460123617,1.3258058849411705E-4,2.4311368664105734E-4,4789055.473958333,2004-01-27,0.529655629148086,9.082828182727098E-5,1.82592892087996E-4,1.05790803828125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.31816278273860615,1.8279052649935087E-4,3.059689576427142E-4,4709607.515625,2004-01-28,0.5187747329473495,2.1742205717600882E-4,3.109199848646919E-4,1.0882883354166666E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.6587080514679352,4.894907275835673E-4,9.62334219366312E-4,3970206.51953125,2004-01-29,0.5454718458155791,6.323287670966238E-4,0.001195503418178608,9215017.770833334,"{""type"":""MultiPoint"",""coordinates"":[]}"
